ID,English_Text,Khmer_Text
11,"During the meeting, His Excellency Secretary of State, expressed his gratitude and appreciation to the EU-German GATE project and the EU-German CAPSAFE project for their contribution to the development of the trade sector and highlighted the Ministry of Commerce’s strong commitment in its close cooperation to promote the development of Cambodia’s pepper sector.",ក្នុងនៅកិច្ចប្រជុំនេះ ឯកឧត្តមរដ្ឋលេខាធិការ បានថ្លែងអំណរគុណដល់គម្រោង EU-German GATE និង EU-German CAPSAFE ដែលបានរួមចំណែកដល់ការអភិវឌ្ឍវិស័យពាណិជ្ជកម្មកន្លងមក និងបានលើកពីជំហរយ៉ាងមុតមាំរបស់ក្រសួងពាណិជ្ជកម្មក្នុងការបន្តកិច្ចសហប្រតិបត្តិការយ៉ាងជិតស្និត សំដៅជំរុញ និងអភិវឌ្ឍនវិស័យម្រេចនៅកម្ពុជា។
  13,"His Excellency LIM Lork Piseth, Secretary of State of the Ministry of Commerce, received a courtesy call from a delegation of the Guangdong-Hong Kong-Macao Greater Bay Area Economic Industry Research Federation.",
14,"(Phnom Penh): On the morning of Tuesday, 17 December 2024, at the Ministry of Commerce, His Excellency LIM Lork Piseth, Secretary of State of the Ministry of Commerce, received a courtesy call from Mr. LIANG Songshou, Chairman of the Guangdong-Hong Kong-Macao Greater Bay Area Economic Industry Research Federation and his delegates. The purpose was to strengthen trade and investment relations between Guangdong Province and Cambodia, and to gain a further understanding of Cambodia’s policies and strategies regarding trade, investment, education, energy, and the environment.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃអង្គារ ទី១៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម លីម ឡោកពិសិដ្ឋ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានទទួលជួបពិភាក្សាការងារជាមួយ លោក LIANG Songshou ប្រធានសហព័ន្ធសិក្សាស្រាវជ្រាវសេដ្ឋកិច្ច ឧស្សាហកម្មតំបន់ឆ្នេរក្វាងទុង-ហុងកុង-ម៉ាកាវ និងសហការី ដើម្បីពង្រឹងនូវទំនាក់ទំនងពាណិជ្ជកម្ម និងការវិនិយោគរវាងខេត្តក្វាងទុងជាមួយកម្ពុជា ក៏ដូចជាស្វែងយល់បន្ថែមអំពីគោលនយោបាយដែលពាក់ព័ន្ធនឹងវិស័យពាណិជ្ជកម្ម វិនិយោគ អប់រំ ថាមពល និងបរិស្ថាននៅក្នុងប្រទេសកម្ពុជា។ 
15,"At the outset, His Excellency Secretary of State, welcomed the Federation’s delegation and expressed appreciation for their interest in learning more about business and investment opportunities in Cambodia. His Excellency Secretary of State, provided an overview of key policies and strategies implemented by the Royal Government of Cambodia, particularly those spearheaded by the Ministry of Commerce, aimed at enhancing commercial activities and attracting more investment from various regions.",បន្ថែមពីនេះ ឯកឧត្តមរដ្ឋលេខាធិការ បានជម្រាបជូនអំពីគោលនយោបាយ និងយុទ្ធសាស្រ្តសំខាន់ៗដែលបានដាក់ចេញដោយរាជរដ្ឋាភិបាលកម្ពុជា ជាពិសេសមានក្រសួងពាណិជ្ជកម្មជាសេនាធិការ ក្នុងការធ្វើឱ្យប្រសើរឡើងនូវការធ្វើពាណិជ្ជកម្ម និងការទាក់ទាញការវិនិយោគបន្ថែមទៀតពីគ្រប់មជ្ឈដ្ឋាន។
16,"His Excellency Secretary of State, also highlighted the long-standing and close ties between Cambodia and China, the establishment of the Cambodia-China bilateral Free Trade Agreement (CCFTA), and other regional and global cooperation initiatives.","ជាមួយគ្នានេះ ឯកឧត្តមរដ្ឋលេខាធិការ ក៏បានលើកឡើងអំពីចំណងមិត្តភាពដ៏ស្អិតរមួត និងយូរអង្វែងរវាងកម្ពុជា-ចិន, ការបង្កើតកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីទ្វេភាគីកម្ពុជា-ចិន និងកិច្ចសហប្រតិបត្តិការផ្សេងៗទៀតទាំងក្នុងតំបន់ និងសកលលោក។"
17,"In response, Mr. LIANG Songshou expressed his sincere thanks to the Ministry of Commerce for the opportunity to pay a courtesy call and hold discussions. Mr. Chairman emphasized that Cambodia has great potential for business and investment. He conveyed his strong interest in investing in Cambodia, particularly in biomass energy and education, and expressed a desire to collaborate with the government on investments in environmental protection.",ជាការឆ្លើយតប លោកប្រធានសហព័ន្ធ បានថ្លែងអំណរគុណដល់ក្រសួងពាណិជ្ជកម្មដែលបានអនុញ្ញាតឱ្យរូបលោក និងគណៈប្រតិភូ បានចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារ។ លោកប្រធានសហព័ន្ធ បន្តថា កម្ពុជាគឺជាប្រទេសមួយដែលមានសក្តានុពលសម្រាប់ពាណិជ្ជកម្ម និងវិនិយោគ ហើយ លោក ពិតជាមានការចាប់អារម្មណ៍យ៉ាងខ្លាំងក្នុងការមកវិនិយោគនៅកម្ពុជា ជាពិសេសលើវិស័យថាមពលជីវម៉ាសនិងអប់រំ ព្រមទាំងចង់ចូលរួមជាមួយរដ្ឋាភិបាលក្នុងការវិយោគលើវិស័យការពារបរិស្ថាន ផងដែរ។
18,"His Excellency SAMHENG Bora, Secretary of State of Ministry of Commerce, presided over a business matching one of the side events of Cambodia Trade Expo 2024",(ភ្នំពេញ)៖ នារសៀលថ្ងៃអាទិត្យ ទី១៥ ខែធ្នូ ឆ្នាំ២០២៤ នៅសាលសន្និសីទភីអេចហ្ក្រេនហល បុរីប៉េងហួតបឹងស្នោ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការ ក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមជាអធិបតីថ្លែងសុន្ទរកថាក្នុងជំនួបពាណិជ្ជកម្ម ស្តីពី “ការអភិវឌ្ឍទីផ្សារផលិតផលសក្តានុពលកម្ពុជា” ដែលជាព្រឹត្តិការណ៍អមក្នុងកំឡុង “ពិព័រណ៍ពាណិជ្ជកម្មកម្ពុជា” ដែលប្រព្រឹត្តទៅចាប់ពីថ្ងៃទី១៣-១៦ ខែធ្នូ ឆ្នាំ២០២៤។
19,"(Phnom Penh): On the afternoon of Sunday, 15 December 2024, at the PH Grand Hall, His Excellency SAMHENG Bora, Secretary of State of Ministry of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce presided over a speech at a business matching event under the theme ""Development of Cambodia's Potential Product Market"", an accompanying event during the ""Cambodia Trade Expo"" from 13-16 December 2024.",ជំនួបពាណិជ្ជកម្មនេះ ត្រូវបានរៀបចំឡើងក្នុងគោលបំណង៖ ១-ជួយសម្របសម្រួលដល់ផលិតករ និងពាណិជ្ជករក្នុងការស្វែងរកដៃគូពាណិជ្ជកម្ម ២-ស្វែងរក និងពង្រីកទីផ្សារ ជូនផលិតករ និងពាណិជ្ជករក្នុងស្រុក និង៣-ផ្សព្វផ្សាយ និងជំរុញការនាំចេញផលិតផលខ្មែរទៅកាន់ទីផ្សារអន្តរជាតិ ដែលផ្តល់ឱកាសជូន អាជីវករ សិប្បករ និងផលិតករខ្មែរ ក្នុងការជួបពិភាក្សារផ្ទាល់ជាមួយ អ្នកចែកចាយ អ្នកទទួលទិញ និងអ្នកប្រើប្រាស់។
20,"The purpose of this business matching event is to: 1- Facilitate producers and traders in finding business partners 2- Find and expand the market for local producers and traders and 3-disseminating and promoting the export of Cambodian products to international markets, providing opportunities for Cambodian traders, artisans and producers to meet directly with distributors, buyers and consumers.",ក្នុងឱកាសនោះ ក៏មានការចែករំលែកបទពិសោធពីវាគ្មិន ពីក្រសួងពាណិជ្ជកម្ម និងក្រុមហ៊ុនកម្ពុជា ផ្តោតទៅលើការអភិវឌ្ឍផលិតផលសក្តានុពលខ្មែរ អមដោយការតាំងបង្ហាញផលិតផលកម្ពុជាជាច្រើនមុខ រួមមាន អង្ករ ស្វាយចន្ទី ម្រេច ស្វាយ ចេកអំបូងលឿង មៀនប៉ៃលិន ដំឡូងមី ទឹកឃ្មុំ អំបិល ដូង និងផលិតផលចម្រុះជាច្រើនមុខ។
21,"in the above business matching, there was also the sharing of experiences from speakers from the Ministry of Commerce and Cambodian companies focusing on the development of potential Cambodian products, accompanied by an exhibition of a variety of Cambodian products, including rice, cashew, mango, pepper, banana, Pailin Longan, cassava, honey, salt, coconut and a variety of products.",
