ID,English_Text,Khmer_Text
12,"This showcase will feature cooking demonstrations by Cambodian chefs, cultural performances, displays of Cambodian products, and presentations on Cambodian cuisine and tourism potential. Notably, there will be a Food Tasting Networking session, which serves as an important platform for establishing business relationships between participating companies and Japanese travel agents. It will also provide an opportunity to encourage more Japanese investors and tourists to visit Cambodia.",កម្មវិធីតាំងបង្ហាញនេះ នឹងមានរៀបចំការសម្ដែងការចម្អិនម្ហូបអាហារដោយចុងភៅខ្មែរមកពីប្រទេសកម្ពុជា ការសម្ដែងសិល្បៈរបាំ ការតាំងបង្ហាញផលិតផលខ្មែរ ការធ្វើបទបង្ហាញអំពីម្ហូបអាហារ និងសក្តានុពលទេសចរណ៍កម្ពុជា ជាពិសេសកម្មវិធី Food Tasting & Networking ដែលជាវេទិកាដ៏សំខាន់មួយ ក្នុងការបង្កើតឱ្យមានទំនាក់ទំនងធុរកិច្ចរវាងបណ្តាក្រុមហ៊ុនអ្នកចូលរួម និងភ្នាក់ងារទេសចរណ៍ជប៉ុន ក៏ដូចជាឱកាសមួយក្នុងការជំរុញអ្នកវិនិយោគជប៉ុន និងទេសចរជប៉ុនទៅកាន់ប្រទេសកម្ពុជា ឱ្យកាន់តែកើនឡើងថែមទៀតផងដែរ។
13,"(Phnom Penh): On the morning of Monday, 16 December 2024, at the PH Grand Hall Center, Borey Peng Huoth Boeung Snor, Her Excellency TEKRETH Kamrang, Secretary of State of the Ministry of Commerce, delivered the keynote address at the Spotlight on Cambodia's Export Sector Forum. This side event of the Cambodia Trade Expo brought together senior leaders from the Ministry of Commerce, representatives from key ministries and institutions—including the Ministry of Industry, Science, Technology and Innovation; Ministry of Agriculture, Forestry, and Fisheries; Ministry of Posts and Telecommunications; Ministry of Public Works and Transport; National Bank of Cambodia; General Department of Customs and Excise of Cambodia; and Sihanoukville Autonomous Port—alongside development partners, federations, associations, international companies, and local businesses.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃចន្ទ ទី១៦ ខែធ្នូ ឆ្នាំ២០២៤ នៅសាលសន្និបាត ហ្រ្គេនហល បុរីប៉េងហួត បឹងស្នោ លោកជំទាវ តឹករ៉េត កំរង រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមថ្លែងសុន្ទកថាក្នុងវេទិកាស្តីពីវិស័យនាំចេញកម្ពុជា ដែលជាព្រឹត្តិការណ៍អមមួយនៃពិព័រណ៌ពាណិជ្ជកម្មកម្ពុជា ដោយមានការអញ្ជើញចូលរួមពីថ្នាក់ដឹកនាំក្រសួងពាណិជ្ជកម្ម និងក្រសួង-ស្ថាប័នពាក់ព័ន្ធ រួមមាន៖ ក្រសួងឧស្សាហកម្ម វិទ្យាសាស្ត្រ បច្ចេកវិទ្យា និងនាវានុវត្តន៍ ក្រសួងកសិកម្ម រុក្ខាប្រមាញ់ និងនេសាទ ក្រសួងប្រៃសណីយ៍និងទូរគមនាគមន៍ ក្រសួងសាធារណការ និងដឹកជញ្ជូន ធនាគារជាតិនៃកម្ពុជា អគ្គនាយកដ្ឋានគយនិងរដ្ឋាករកម្ពុជា និងកំពង់ផែស្វយ័តក្រុងព្រះសីហនុ ដៃគូអភិវឌ្ឍន៍ សហព័ន្ធ និងសមាគម ក្រុមហ៊ុនជាតិ-អន្តរជាតិ ជាច្រើនរូប។
14,"The Spotlight on Cambodia's Export Sector Forum was organized by the Export Promotion Task Force to promote Cambodian products in international markets, explore emerging export opportunities, and strengthen Cambodia’s position in global trade. The forum provided a platform for participants to gain valuable insights into international trade trends, network with national and international partners, and foster collaborations to advance the export of Cambodian products. The discussions also focused on identifying new opportunities for processing agricultural products and enhancing value addition to boost export competitiveness.",វេទិកានេះ រៀបចំឡើងដោយក្រុមការងារជំរុញការនាំចេញ ក្នុងគោលបំណងលើកកម្ពស់ការនាំចេញផលិតផលកម្ពុជា ទៅកាន់ទីផ្សារអន្តរជាតិ ដោយផ្តោតសំខាន់លើចក្ខុវិស័យថ្មីៗនៃការនាំចេញ ការអភិវឌ្ឍន៍នៃវិស័យពាណិជ្ជកម្មអន្តរជាតិរបស់កម្ពុជា ក៏ដូចជាផ្តល់ឱកាសដល់អ្នកចូលរួមឱ្យទទួលបានចំណេះដឹង និងផ្សាភ្ជាប់ទំនាក់ទំនងជាមួយដៃគូជាតិ-អន្តរជាតិ ដើម្បីបង្កើតកិច្ចសហប្រតិបត្តិការ និងលើកស្ទួយផលិតផលកម្ពុជានៅលើទីផ្សារសកល ក៏ដូចជាស្វែងរកឱកាសថ្មីៗក្នុងការកែច្នៃផលិតផលកសិកម្ម និងបន្ថែមគុណតម្លៃសម្រាប់ការនាំចេញ។
15,"(Phnom Penh): On the morning of Thursday, 12 December 2024 at the Ministry of Commerce, His Excellency VAR Rothsan, secretary of state of Ministry of Commerce, received a courtesy call from representatives of Cambodia Honey Association and Catalyste+ mainly responsible for promoting and strengthening all stakeholders in the honey value chain, including with beekeepers, wild bee harvesting communities, bee conservation organization and the forest ecology in the Cambodia.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃព្រហស្បហតិ៍ ទី១២ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម វ៉ា រុតសាន រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានទទួលជួបសម្តែងការគួរសម និងពិភាក្សាការងារជាមួយសមាគមទឹកឃ្មុំកម្ពុជា និងអង្គការ Catalyste+ ដែលមានកាតព្វកិច្ចចម្បងក្នុងការជំរុញ និងពង្រឹងគ្រប់ភាគីពាក់ព័ន្ធក្នុងខ្សែច្រវាក់វិស័យផលិតផលទឹកឃ្មុំ រួមមានអ្នកចិញ្ចឹមឃ្មុំ សហគមប្រមូលផលឃ្មុំព្រៃ អង្គការអភិរក្សឃ្មុំ និងអភិរក្សប្រព័ន្ធអេកូឡូស៊ីព្រៃឈើនៅកម្ពុជា។
16,"On that occasion, the representatives of the Cambodia Honey Association and Catalyste+ informed about the purpose of establishing the Honey Association as well as supporting the activities of Catalyste+ through bee experts as well as seeking support and cooperation for the development of beekeeping sector in Cambodia.",ក្នុងឱកាសនោះ ភាគីតំណាងសមាគមទឹកឃ្មុំកម្ពុជា និងអង្គការ Catalyste+ ជម្រាបជូនអំពីគោលបំណងនៃការបង្កើតសមាគមទឹកឃ្មុំ ព្រមជាមួយនឹងការគាំទ្រសកម្មភាពរបស់អង្គការ Catalyste+ តាមរយៈអ្នកជំនាញឃ្មុំ ក៏ដូចជាស្វែងរកការគាំទ្រ និងកិច្ចសហការ ដើម្បីការអភិវឌ្ឍន៍វិស័យឃ្មុំនៅកម្ពុជា។
17,"As a result, His Excellency chair recommended to the Honey Association to develop a strategy on the Cambodia’s Bee Sector to serve as the roadmap to move toward Economic of scale and increase the Cambodia’s Honey reputation and increase people awareness of using honey in therapeutic functions and strengthen the immune system.",ជាលទ្ធផល ឯកឧត្តមគណៈអធិបតី បានផ្តល់អនុសាសន៍ជូនសមាគមទឹកឃ្មុំ ក្នុងការរៀបចំយុទ្ធសាស្រ្តលើវិស័យឃ្មុំនៅកម្ពុជា ដើម្បីដើរតួនាទីជាផែនទីចង្អុលទិសសម្រាប់វិស័យនេះបោះជំហានទៅរកការផលិតជាមាត្រាសាស្រ្ត និងលើកកម្ពស់ទំនុកចិត្តមកលើការកេរ្តិ៍ឈ្មោះរបស់ទឹកឃ្មុំកម្ពុជា និងបង្កើនការយល់ដឹងរបស់ប្រជាពលរដ្ឋអំពីផលប្រយោជន៍នៃការប្រើប្រាស់ទឹកឃ្មុំក្នុងមុខងារព្យាបាលជំងឺ និងជួយពង្រឹងប្រព័ន្ធភាពស៊ាំក្នុងរាងកាយ។
18,"(Kuala Lumpur, Malaysia): On the afternoon of Tuesday, 17 December 2024, at the Senate House in Kuala Lumpur, Malaysia, Mr. VITH Panhnha, Commercial Attaché, accompanied His Excellency OUK Chandara, Ambassador of Cambodia to Malaysia, and Malaysian investors from Sarawak and Sabah, to a working lunch with HON. Senator Dato Awang Bemee bin Awang Ali Basah, Malaysian Senate President.","(គូឡាឡាំពួរ, ម៉ាឡេស៊ី)៖ នារសៀលថ្ងៃអង្គារ ទី១៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅវិមានព្រឹទ្ធសភា ទីក្រុងគូឡាឡាំពួរ ប្រទេសម៉ាឡេស៊ី លោក វ៉ិត បញ្ញា អនុព័ន្ធពាណិជ្ជកម្ម អមស្ថានទូតកម្ពុជាប្រចាំប្រទេសម៉ាឡេស៊ី បានចូលរួមអម ឯកឧត្តម អ៊ុក ចាន់ដារ៉ា ឯកអគ្គរាជទូតកម្ពុជាប្រចាំប្រទេសម៉ាឡេស៊ី រួមជាមួយវិនិយោគគិនម៉ាឡេស៊ីមកពីរដ្ឋ Sarawak និងរដ្ឋ Sabah ចូលរួមទទួលទានអាហារការងារថ្ងៃត្រង់ជាមួយ ឯកឧត្តម HON. Senator Dato Awang Bemee Bin Awang Ali Basah ប្រធានព្រឹទ្ធសភាម៉ាឡេស៊ី ។"
19,"During the meeting, the Senate President expressed support for investment in Cambodia's rice milling sector and the launch of direct flights from Sarawak to Phnom Penh.",ក្នុងឱកាសនោះ ឯកឧត្តមប្រធានព្រឹទ្ធសភា បានបង្ហាញពីការគាំទ្រចំពោះការវិនិយោគលើវិស័យម៉ាស៊ីនកិនស្រូវនៅកម្ពុជា និងការបើកជើងហោះហើរផ្ទាល់ពីរដ្ឋ Sarawak មកកាន់រាជធានីភ្នំពេញ។
20,"He Excellency Senate President also encouraged Malaysian investors to explore increased investment in Cambodia's trade, agro-industry, energy, education, health, and tourism sectors, and to explore opportunities to enhance closer relations between cities in Sarawak and Sabah and cities or provinces in Cambodia to increase economic volume, investment, trade, tourism, cultural exchange, and educational collaboration.",ជាមួយគ្នានេះ ឯកឧត្តមប្រធានព្រឹទ្ធសភា បានជំរុញវិនិយោគិនម៉ាឡេស៊ី ពិនិត្យលទ្ធភាពក្នុងការបង្កើនការវិនិយោគនៅកម្ពុជាលើវិស័យពាណិជ្ជកម្ម កសិ-ឧស្សាហកម្ម ថាមពល អប់រំ សុខាភិបាល និងទេសចរណ៍ ព្រមទាំងមានបំណងចង់ឱ្យមានកិច្ចសហប្រតិបត្តិការឱ្យកាន់តែជិតស្និតរវាងទីក្រុងណាមួយនៃរដ្ឋ Sarawak និង Sabah របស់ប្រទេសម៉ាឡេស៊ី ជាមួយទីក្រុងនិងខេត្តណាមួយរបស់ប្រទេសកម្ពុជា ដើម្បីបង្កើនទំហំសេដ្ឋកិច្ច ពាណិជ្ជកម្ម ការវិនិយោគ ទេសចរណ៍ វប្បធម៌ និងអប់រំ ផងដែរ។
21,"In response, His Excellency Ambassador expressed his deep gratitude to His Excellency Senate President for hosting the working lunch and welcomed Malaysian investors from Sarawak and Sabah to explore investment opportunities in Cambodia.",ជាកិច្ចឆ្លើយតប ឯកឧត្តមឯកអគ្គរាជទូត បានថ្លែងអំណរគុណយ៉ាងជ្រាវជ្រៅចំពោះ ឯកឧត្តមប្រធានព្រឹទ្ធសភា សម្រាប់ការទទួលស្វាគមន៍នៃការទទួលទានអាហារការងារថ្ងៃត្រង់ដ៏មានសារៈសំខាន់នេះ និងស្វាគមន៍វិនិយោគគិនម៉ាឡេស៊ីទាំងអស់ ក្នុងការពិនិត្យសិក្សានិងស្វែងរកកាលានុវត្តភាពដើម្បីវិនិយោគនៅកម្ពុជានាពេលខាងមុខ។
22,"(Phnom Penh): On the morning of Tuesday, 17 December 2024, at the Ministry of Commerce, His Excellency VA Rothsan, Secretary of State of the Ministry of Commerce, received a courtesy call from representatives of the EU-German GATE project and the EU-German CAPSAFE project to discuss the preparation of a national pepper policy/strategy.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃអង្គារ ទី១៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម វ៉ា រុតសាន រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានទទួលជួបពិភាក្សាការងារលើកទី១ ជាមួយតំណាងគម្រោង EU-German GATE និង EU-German CAPSAFE ដើម្បីពិភាក្សាលើការត្រៀមរៀបចំឯកសារយុទ្ធសាស្ត្រ ឬគោលនយោបាយម្រេចកម្ពុជា។
23,"During the meeting, His Excellency Secretary of State, expressed his gratitude and appreciation to the EU-German GATE project and the EU-German CAPSAFE project for their contribution to the development of the trade sector and highlighted the Ministry of Commerce’s strong commitment in its close cooperation to promote the development of Cambodia’s pepper sector.",ក្នុងនៅកិច្ចប្រជុំនេះ ឯកឧត្តមរដ្ឋលេខាធិការ បានថ្លែងអំណរគុណដល់គម្រោង EU-German GATE និង EU-German CAPSAFE ដែលបានរួមចំណែកដល់ការអភិវឌ្ឍវិស័យពាណិជ្ជកម្មកន្លងមក និងបានលើកពីជំហរយ៉ាងមុតមាំរបស់ក្រសួងពាណិជ្ជកម្មក្នុងការបន្តកិច្ចសហប្រតិបត្តិការយ៉ាងជិតស្និត សំដៅជំរុញ និងអភិវឌ្ឍនវិស័យម្រេចនៅកម្ពុជា។
24,"In response, Mr. Till Ahnert, Head of the EU-German GATE project, reiterated his support for the Ministry of Commerce in formulating the national pepper policy/strategy to contribute and promote the export of Cambodian pepper products.",ជាការឆ្លើយតប លោក Till Ahnert ប្រធានគម្រោង EU-German GATE បានបញ្ជាក់ពីជំហរក្នុងការផ្តល់គាំទ្រក្រសួងពាណិជ្ជកម្មលើការរៀបចំឯកសារយុទ្ធសាស្ត្រ ឬគោលនយោបាយនេះ ដើម្បីចូលរួមចំណែកគាំទ្រ និងជំរុញការនាំចេញផលិតផលម្រេចកម្ពុជា។
26,"(Phnom Penh): On the morning of Tuesday, 17 December 2024, at the Ministry of Commerce, His Excellency LIM Lork Piseth, Secretary of State of the Ministry of Commerce, received a courtesy call from Mr. LIANG Songshou, Chairman of the Guangdong-Hong Kong-Macao Greater Bay Area Economic Industry Research Federation and his delegates. The purpose was to strengthen trade and investment relations between Guangdong Province and Cambodia, and to gain a further understanding of Cambodia’s policies and strategies regarding trade, investment, education, energy, and the environment.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃអង្គារ ទី១៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម លីម ឡោកពិសិដ្ឋ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានទទួលជួបពិភាក្សាការងារជាមួយ លោក LIANG Songshou ប្រធានសហព័ន្ធសិក្សាស្រាវជ្រាវសេដ្ឋកិច្ច ឧស្សាហកម្មតំបន់ឆ្នេរក្វាងទុង-ហុងកុង-ម៉ាកាវ និងសហការី ដើម្បីពង្រឹងនូវទំនាក់ទំនងពាណិជ្ជកម្ម និងការវិនិយោគរវាងខេត្តក្វាងទុងជាមួយកម្ពុជា ក៏ដូចជាស្វែងយល់បន្ថែមអំពីគោលនយោបាយដែលពាក់ព័ន្ធនឹងវិស័យពាណិជ្ជកម្ម វិនិយោគ អប់រំ ថាមពល និងបរិស្ថាននៅក្នុងប្រទេសកម្ពុជា។
27,"At the outset, His Excellency Secretary of State, welcomed the Federation’s delegation and expressed appreciation for their interest in learning more about business and investment opportunities in Cambodia. His Excellency Secretary of State, provided an overview of key policies and strategies implemented by the Royal Government of Cambodia, particularly those spearheaded by the Ministry of Commerce, aimed at enhancing commercial activities and attracting more investment from various regions.",បន្ថែមពីនេះ ឯកឧត្តមរដ្ឋលេខាធិការ បានជម្រាបជូនអំពីគោលនយោបាយ និងយុទ្ធសាស្រ្តសំខាន់ៗដែលបានដាក់ចេញដោយរាជរដ្ឋាភិបាលកម្ពុជា ជាពិសេសមានក្រសួងពាណិជ្ជកម្មជាសេនាធិការ ក្នុងការធ្វើឱ្យប្រសើរឡើងនូវការធ្វើពាណិជ្ជកម្ម និងការទាក់ទាញការវិនិយោគបន្ថែមទៀតពីគ្រប់មជ្ឈដ្ឋាន។
28,"His Excellency Secretary of State, also highlighted the long-standing and close ties between Cambodia and China, the establishment of the Cambodia-China bilateral Free Trade Agreement (CCFTA), and other regional and global cooperation initiatives.","ជាមួយគ្នានេះ ឯកឧត្តមរដ្ឋលេខាធិការ ក៏បានលើកឡើងអំពីចំណងមិត្តភាពដ៏ស្អិតរមួត និងយូរអង្វែងរវាងកម្ពុជា-ចិន, ការបង្កើតកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីទ្វេភាគីកម្ពុជា-ចិន និងកិច្ចសហប្រតិបត្តិការផ្សេងៗទៀតទាំងក្នុងតំបន់ និងសកលលោក។"
29,"In response, Mr. LIANG Songshou expressed his sincere thanks to the Ministry of Commerce for the opportunity to pay a courtesy call and hold discussions. Mr. Chairman emphasized that Cambodia has great potential for business and investment. He conveyed his strong interest in investing in Cambodia, particularly in biomass energy and education, and expressed a desire to collaborate with the government on investments in environmental protection.",ជាការឆ្លើយតប លោកប្រធានសហព័ន្ធ បានថ្លែងអំណរគុណដល់ក្រសួងពាណិជ្ជកម្មដែលបានអនុញ្ញាតឱ្យរូបលោក និងគណៈប្រតិភូ បានចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារ។ លោកប្រធានសហព័ន្ធ បន្តថា កម្ពុជាគឺជាប្រទេសមួយដែលមានសក្តានុពលសម្រាប់ពាណិជ្ជកម្ម និងវិនិយោគ ហើយ លោក ពិតជាមានការចាប់អារម្មណ៍យ៉ាងខ្លាំងក្នុងការមកវិនិយោគនៅកម្ពុជា ជាពិសេសលើវិស័យថាមពលជីវម៉ាសនិងអប់រំ ព្រមទាំងចង់ចូលរួមជាមួយរដ្ឋាភិបាលក្នុងការវិយោគលើវិស័យការពារបរិស្ថាន ផងដែរ។
