ID,English_Text,Khmer_Text
13,"Her Excellency Cham Nimul, Minister of Commerce, presided over the signing ceremony of a Memorandum of Understanding (MoU) on “Cooperation on the Promotion of Cambodian Cashew Products Consumption” between Cambodia Hotel Association and Cambodia Cashew Federation and Cambodia Cashew Association.",
14,"(Phnom Penh): On the morning of Tuesday, 10 December 2024, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, presided over the signing ceremony of a Memorandum of Understanding on “Cooperation on the Promotion of Cambodian Cashew Products Consumption.” The ceremony was attended by leaders and officials from the Ministry of Commerce, executives from Cambodia Hotel Association, Cambodia Cashew Federation, the Cashew nut Association of Cambodia, supermarkets, marts and cashew enterprises. The primary goal of this cooperation is to promote the use of cashew products in the hospitality sector, enhancing the processing, utilization, and distribution of Cambodian cashew products.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃអង្គារ ទី១០ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញជាអធិបតីក្នុងពិធីចុះហត្ថលេខាលើអនុស្សរណៈនៃការយោគយល់គ្នាស្តីពី “កិច្ចសហប្រតិបត្តិការជំរុញការប្រើប្រាស់ផលិតផលស្វាយចន្ទីកម្ពុជា” ដែលមានការអញ្ជើញចូលរួមពីថ្នាក់ដឹកនាំ និងមន្ត្រីពាក់ព័ន្ធរបស់ក្រសួងពាណិជ្ជកម្ម ថ្នាក់ដឹកនាំសមាគមសណ្ឋាគារកម្ពុជា សមាគមសហព័ន្ធស្វាយចន្ទីកម្ពុជា សមាគមស្វាយចន្ទីកម្ពុជា ផ្សារទំនើប ម៉ាត និងសហគ្រាសស្វាយចន្ទីជាច្រើនរូប ក្នុងគោលបំណងជំរុញការប្រើប្រាស់ផលិតផលស្វាយចន្ទីក្នុងវិស័យសណ្ឋាគារ ដើម្បីលើកកម្ពស់ការកែច្នៃ ការប្រើប្រាស់ និងការចែកចាយផលិតផលស្វាយចន្ទីនៅកម្ពុជា។
15,"In this ceremony, two Memoranda of Understanding were signed: 1-between the Cambodia Hotel Association and the Cambodia Cashew Federation and 2-between the Cambodia Hotel Association and the Cashew nut Association of Cambodia.",ក្នុងពិធីនេះមានអនុស្សរណៈនៃការយោគយល់គ្នាចំនួន២ ត្រូវបានចុះហត្ថលេខា គឺ ១-រវាងសមាគមសណ្ឋាគារកម្ពុជា និងសមាគមសហព័ន្ធស្វាយចន្ទីកម្ពុជា និង២-រវាងសមាគមសណ្ឋាគារកម្ពុជា និងសមាគមស្វាយចន្ទីកម្ពុជា។
16,"As a result of this MoU above, Cambodia Hotel Association has committed to purchasing cashew nuts in three years, with an annual demand of 250 tons that 210 tons will be used for processing into food, pastries, and beverages, while 40 tons, equivalent to 400,000 packaged units, will be sold as packaged cashew products for mini-bars and hotel rooms.",ជាលទ្ធផល យោងតាមស្មារតីនៃការចុះអនុស្សរណៈខាងលើនេះ សមាគមសណ្ឋាគារនឹងធ្វើការបញ្ជាទិញស្វាយចន្ទី ក្នុងរយៈពេល៣ឆ្នាំ ដោយក្នុង១ឆ្នាំៗ មានតម្រូវការ ២៥០ តោន ក្នុងនោះ ២១០ តោនសម្រាប់កែច្នៃធ្វើម្ហូបអាហារ នំ និងភេសជ្ជៈ និង ៤០តោន ស្មើ៤០០ ០០០កញ្ចប់ ដែលជាផលិតផលស្វាយចន្ទីវេចខ្ចប់សម្រាប់ដាក់លក់ក្នុងមីនីបារ និងក្នុងបន្ទប់សណ្ឋាគារ។
17,"(Phnom Penh): On the afternoon of Monday, 9 December 2024, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, received a courtesy call from His Excellency Derek Yip, Ambassador Extraordinary and Plenipotentiary of Australia to the Kingdom of Cambodia and colleagues.",(ភ្នំពេញ)៖ នារសៀលថ្ងៃចន្ទ ទី៩ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម បានអនុញ្ញាតជូន ឯកឧត្តម Derek Yip ឯកអគ្គរដ្ឋទូតវិសាមញ្ញ និងពេញសមត្ថភាពនៃប្រទេសអូស្ត្រាលី ប្រចាំព្រះរាជាណាចក្រកម្ពុជា និងសហការី ចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារ។
18,"During the meeting, both sides discussed and exchanged views on bilateral trade promotion, Australia’s development cooperation with the Cambodian Ministry of Commerce, the Cambodia Trade Expo, FTA utilization, and the Special Visits Program to Australia, among other topics, to further promote and enhance trade cooperation between Cambodia and Australia.",ក្នុងឱកាសនោះ ភាគីទាំងពីរបានពិភាក្សា និងផ្លាស់ប្តូរយោបល់គ្នាលើប្រធានបទមួយចំនួន រួមមាន៖ ការជំរុញពាណិជ្ជកម្មទ្វេភាគី កិច្ចសហប្រតិបត្តិការអភិវឌ្ឍន៍ជាមួយក្រសួងពាណិជ្ជកម្ម ពិព័រណ៍ពាណិជ្ជកម្មកម្ពុជា ការទាញយកអត្ថប្រយោជន៍ពីកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីនានាដូចជា កិច្ចព្រមព្រៀងអាសិប កិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរីអាស៊ាន-អូស្រ្តាលី-នូវែលសេឡង់ ព្រមទាំងការរៀបចំដំណើរទស្សនកិច្ចពិសេសរបស់ថ្នាក់ដឹកនាំក្រសួងពាណិជ្ជកម្ម ជាដើម ក្នុងគោលបំណងពង្រឹង និងពង្រីកទំនាក់ទំនងពាណិជ្ជកម្មរវាងកម្ពុជា-អូស្ត្រាលី ឱ្យកាន់តែរីកចម្រើនបន្ថែមទៀត។
20,"(Washington, D.C., USA) - On the afternoon of Tuesday, 3 December 2024, Mr. MOENG Phadenvordeth, Commercial Attaché to the Royal Embassy of Cambodia to the United States, presented ""Trade and Investment Opportunities in Cambodia"" at a webinar hosted by the Cambodia Chamber of Commerce Representative Office in California, United States of America (USA), for participants from American business communities interested in exploring Cambodia's trade and investment opportunities.","(វ៉ាស៊ីងតោនឌីស៊ី, សហរដ្ឋអាម៉េរិច)៖ នារសៀលថ្ងៃអង្គារ ទី៣ ខែធ្នូ ឆ្នាំ២០២៤ លោក ម៉ឹង ផាដែនវដេត អនុព័ន្ធពាណិជ្ជកម្មអមស្ថានទូតកម្ពុជាប្រចាំសហរដ្ឋអាម៉េរិក ចូលរួមធ្វើបទបង្ហាញ និងជជែកពិភាក្សាលើប្រធានបទ ""ឱកាសនៃការធ្វើធុរកិច្ចនៅកម្ពុជា"" តាមប្រព័ន្ធអនឡាញ ដែលរៀបចំដោយការិយាល័យតំណាង សភាពាណិជ្ជកម្មកម្ពុជារដ្ឋកាលីហ្វ័រញ៉ា សហរដ្ឋអាម៉េរិក ជូនដល់អ្នកចូលរួមជាធុរជនអាម៉េរិក ដែលចាប់អារម្មណ៍ចង់ស្វែងយល់ពីបរិយាសវិនិយោគ និងធុរកិច្ចនៅកម្ពុជា។"
21,"On that occasion, the Commercial Attaché gave a presentation on the macroeconomic landscape, the benefits and potential of doing business and investing in Cambodia, the incentives and protection for investors, as well as key laws and policies of the Royal Government of Cambodia related to trade and investment.",នៅក្នុងឱកាសនោះ លោកអនុព័ន្ធពាណិជ្ជកម្ម បានជម្រាបជូនអំពីស្ថានភាពម៉ាក្រូសេដ្ឋកិច្ច អត្ថប្រយោជន៍ និងសក្តានុពលក្នុងការធ្វើពាណិជ្ជកម្ម និងវិនិយោគនៅកម្ពុជា ព្រមទាំងផលិតផលសក្តានុពល និងបានជជែកពិភាកក្សាអំពីគោលនយោបាយការលើកទឹកចិត្ត និងការការពារវិនិយោគិន រួមនឹងច្បាប់និងគោលនយោបាយសំខាន់ៗរបស់រាជរដ្ឋាភិបាលកម្ពុជា ពាក់ព័ន្ធនឹងពាណិជ្ជកម្មនិងការវិនិយោគ។
22,"It is also worth noting that the Cambodia Chamber of Commerce Representative Office in California will lead a group of American companies to Cambodia from December 9 to 13, 2024. These companies currently operate in various sectors, including technology, beverages, education, agriculture, food, industry, healthcare, energy, and many others.",គួរបញ្ជាក់ផងដែរថា ការិយាល័យតំណាងសភាពាណិជ្ជកម្មកម្ពុជារដ្ឋកាលីហ្វ័រញ៉ា នឹងដឹកនាំតំណាងមកពី ១៥ ក្រុមហ៊ុន ទៅធ្វើបេសកកម្មធុរកិច្ចនៅកម្ពុជា នៅថ្ងៃទី៩-១៣ ខែធ្នូ ឆ្នាំ២០២៤។ ក្រុមហ៊ុនទាំងនេះ ជាក្រុមហ៊ុនអាម៉េរិកដែលកំពុងធ្វើប្រតិបត្តិការពាណិជ្ជកម្ម និងវិនិយោគលើវិស័យបច្ចេកវិទ្យា ភេសជ្ជៈ អប់រំ កសិកម្ម ចំណីអាហារ ឧស្សាហកម្ម សុខាភិបាល ថាមពល និងវិស័យផ្សេងៗទៀត៕
26,"(Phnom Penh) - On the morning of Monday, 2 December 2024, at the Ministry of Commerce, His Excellency TITH Rithipol, Undersecretary of State of the Ministry of Commerce and the ACFTA SJC Lead for Cambodia, led the Cambodian delegation to attend the Special Joint Committee virtual meeting for the ACFTA 3.0 upgrade negotiations.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃចន្ទ ទី២ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្ដីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម ទិត រិទ្ធីពល អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម និងជាប្រធានគណៈកម្មាធិការចម្រុះពិសេសសម្រាប់ភាគីកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជាចូលរួមកិច្ចប្រជុំគណៈកម្មាធិការចម្រុះពិសេសចរចាដំឡើងកម្រិតកិច្ចព្រមព្រៀងតំបន់ពាណិជ្ជកម្មសេរីអាស៊ាន-ចិន តាមប្រព័ន្ធវីដេអូ។
27,"The meeting was conducted to monitor the progress of the negotiations on the remaining chapters and the current status of legal scrubbing, as well as to discuss the work plans to fully conclude the negotiations and sign the ACFTA 3.0 upgrade agreement by 2025, as targeted.",កិច្ចប្រជុំនេះត្រូវបានរៀបចំឡើង ក្នុងគោលបំណងពិនិត្យលើវឌ្ឍនភាពចរចានៃជំពូកនៅសេសសល់ និងការសម្អាតអត្ថបទច្បាប់ ព្រមទាំងពិភាក្សាលើផែនការការងារ ដើម្បីឈានទៅរកការបញ្ចប់ការចរចាទាំងស្រុង និងការចុះហត្ថលេខាលើកិច្ចព្រមព្រៀងដំឡើងកម្រិតតំបន់ពាណិជ្ជកម្មសេរីអាស៊ាន-ចិន នៅក្នុងឆ្នាំ២០២៥ តាមការគ្រោងទុក។
30,"(Phnom Penh): On the morning of Wednesday, 4 December 2024, in Sofitel Phnom Penh Phokeethra, Her Excellency CHAM Nimul, Minister of Commerce, had a working breakfast with His Excellency Malaithong Kommasith, Minister of Industry and Commerce of the Lao People’s Democratic Republic, and delegation.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃពុធ ទី៤ ខែធ្នូ ឆ្នាំ២០២៤ នៅសណ្ឋាគារ សូហ្វីតែលភ្នំពេញភូគីត្រា លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមពិសារអាហារការងារពេលព្រឹកជាមួយ ឯកឧត្តម Malaithong Kommasith រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្ម និងពាណិជ្ជកម្មឡាវ និងគណៈប្រតិភូ។
31,"On that occasion, both sides exchanged views on opportunities in promoting bilateral trade and investment as well as enhancing cooperation between Cambodia and Lao PDR.",ក្នុងឱកាសនោះ ភាគីទាំងពីរបានផ្លាស់ប្តូរយោបល់លើកាលានុវត្តភាពក្នុងការជំរុញពាណិជ្ជកម្ម និងវិនិយោគ ក៏ដូចជាការលើកកម្ពស់កិច្ចសហប្រតិបត្តិការរវាងកម្ពុជា និងឡាវផងដែរ។
32,"(Phnom Penh): On the evening of Tuesday, 3 December 2024, at Royal Thai Embassy in Phnom Penh, Her Excellency CHAM Nimul, Minister of Commerce, representing the Royal Government of Cambodia, delivered congratulatory remarks and toast at the National Day of the Kingdom of Thailand and the Birthday Anniversary of His Majesty King Bhumibol Adulyadej the Great, Thailand’s Father’s Day.",(ភ្នំពេញ)៖ នាល្ងាចថ្ងៃអង្គារ ទី៣ ខែធ្នូ ឆ្នាំ២០២៤ នៅស្ថានឯកអគ្គរាជទូតថៃ ប្រចាំព្រះរាជាណាចក្រកម្ពុជា លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជាតំណាងរាជរដ្ឋាភិបាល បានអញ្ជើញចូលរួមជាអធិបតីថ្លែងសុន្ទរកថាក្នុងទិវាជាតិ នៃព្រះរាជាណាចក្រថៃ ព្រះរាជពិធីបុណ្យចម្រើនព្រះជន្ម ព្រះមហាក្សត្រ ភូមិបុល អាប់ឌុលយ៉ាដេត និងជាទិវាបិតាជាតិ។
33,"(Phnom Penh): On the morning of Wednesday, 4 December 2024, in Sofitel Phnom Penh Phokeethra, Her Excellency CHAM Nimul, Minister of Commerce, had a working breakfast with His Excellency Malaithong Kommasith, Minister of Industry and Commerce of the Lao People’s Democratic Republic, and delegation.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃពុធ ទី៤ ខែធ្នូ ឆ្នាំ២០២៤ នៅសណ្ឋាគារ សូហ្វីតែលភ្នំពេញភូគីត្រា លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមពិសារអាហារការងារពេលព្រឹកជាមួយ ឯកឧត្តម Malaithong Kommasith រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្ម និងពាណិជ្ជកម្មឡាវ និងគណៈប្រតិភូ។
34,"On that occasion, both sides exchanged views on opportunities in promoting bilateral trade and investment as well as enhancing cooperation between Cambodia and Lao PDR.",ក្នុងឱកាសនោះ ភាគីទាំងពីរបានផ្លាស់ប្តូរយោបល់លើកាលានុវត្តភាពក្នុងការជំរុញពាណិជ្ជកម្ម និងវិនិយោគ ក៏ដូចជាការលើកកម្ពស់កិច្ចសហប្រតិបត្តិការរវាងកម្ពុជា និងឡាវផងដែរ។
35,"(Phnom Penh): On the morning of Tuesday, 3 December 2024, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, received a Courtesy Call from Huawei Technologies (Cambodia) Co.,Ltd delegation.","(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃអង្គារ ទី៣ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម បានអនុញ្ញាតិជូនគណៈប្រតិភូក្រុមហ៊ុន Huawei Technologies (Cambodia) Co.,Ltd ដើម្បីចូលជួបសម្តែងការគួរសម និងពិភាក្សាការងារ។"
38,"(Phnom Penh) – On the afternoon of Wednesday, 4 December 2024, His Excellency KEM Sithan, Permanent Secretary of State of the Ministry of Commerce, and high representative of Her Excellency CHAM Nimul, Minister of Commerce, presided over the grand opening of TNTVN Forestry Co., Ltd. This company is investing in wood processing.","(ព្រះសីហនុ)៖ នារសៀលថ្ងៃពុធ ទី៤ ខែធ្នូ ឆ្នាំ២០២៤ នៅខេត្តព្រះសីហនុ ឯកឧត្តម កឹម ស៊ីថន រដ្ឋលេខាធិការប្រចំការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមក្នុងពិធីសម្ពោធក្រុមហ៊ុន TNTVN Forestry Co.,LTD ដែលជាក្រុមហ៊ុនវិនិយោគផលិតកម្ទេចឈើ។"
